                        case_id ,                        material,                        mat_code,                        R_m     ,                        L_m     ,                        a_m     ,                        b_m     ,                        t_m     ,                        n_theta ,                        tip_defl,                        buckling,                        sigma_ma,                        axial_lo,                        face_pre,                        load_pai,                        buckling,                        buckling,                        total_ma,                        buckling,
                        tri0_304,                        AISI 304,                        304     ,    0.550000,    1.000000,    0.350000,    0.012000,    0.002000,********,    0.000000,    0.000000,    0.000000,10000.000000,************,20000.000000,    0.000000,    0.000000,   10.982310,    0.000000,
