                        case_id ,                        material,                        mat_code,                        R_m     ,                        L_m     ,                        a_m     ,                        b_m     ,                        t_m     ,                        n_theta ,                        tip_defl,                        buckling,                        sigma_ma,                        axial_lo,                        face_pre,                        load_pai,                        buckling,                        buckling,                        total_ma,                        buckling,
                        tri0_AL7,                        Al 7075-,                        AL7075  ,  0.55000000E+00,  0.10000000E+01,  0.35000000E+00,  0.12000000E-01,  0.20000000E-02,********,  0.00000000E+00, -0.51176409E-02,  0.00000000E+00,  0.10000000E+05,  0.14494986E+07,  0.10000000E+05, -0.51176409E+02, -0.51176409E+02,  0.38575364E+01, -0.13266604E+02,
