case_id ,material,mat_code,R_m     ,L_m     ,a_m     ,b_m     ,t_m     ,n_theta ,tip_defl,buckling,sigma_ma,axial_lo,face_pre,load_pai,buckling,buckling,total_ma
buckling,
tri0_AL2,Al 2024-,AL2024  ,    0.550000,    1.000000,    0.350000,    0.012000,    0.004000,********,    0.000000,    0.000000,    0.000000,  100.000000, 7260.718207,  200.000000,    0.000000,    0.000000,    7.627116,    0.000000
