                        case_id ,                        material,                        mat_code,                        R_m     ,                        L_m     ,                        a_m     ,                        b_m     ,                        t_m     ,                        n_theta ,                        tip_defl,                        buckling,                        sigma_ma,                        axial_lo,                        face_pre,                        load_pai,                        buckling,                        buckling,                        total_ma,                        buckling,
                        tri0_AL7,                        Al 7075-,                        AL7075  ,  0.55000000E+00,  0.10000000E+01,  0.35000000E+00,  0.12000000E-01,  0.15000000E-02,********,  0.00000000E+00,  0.00000000E+00,  0.00000000E+00,  0.10000000E+05,  0.19317851E+07,  0.10000000E+05,  0.00000000E+00,  0.00000000E+00,  0.28936820E+01,  0.00000000E+00,
