case_id ,material,mat_code,R_m     ,L_m     ,a_m     ,b_m     ,t_m     ,n_theta ,tip_defl,buckling
sigma_ma,
tri0_AL6,Al 6061-,AL6061  ,    0.550000,    1.000000,    0.350000,    0.012000,    0.000500,********,    0.000000,    0.000000,    0.000000
