                        case_id ,                        material,                        mat_code,                        R_m     ,                        L_m     ,                        a_m     ,                        b_m     ,                        t_m     ,                        n_theta ,                        tip_defl,                        buckling,                        sigma_ma,                        axial_lo,                        face_pre,                        load_pai,                        buckling,                        buckling,                        total_ma,                        buckling,
                        tri0_316,                        AISI 316,                        316L    ,  0.55000000E+00,  0.10000000E+01,  0.35000000E+00,  0.12000000E-01,  0.10000000E-02,********,  0.00000000E+00, -0.47853509E-02,  0.00000000E+00,  0.10000000E+05,  0.28963593E+07,  0.10000000E+05, -0.47853509E+02, -0.47853509E+02,  0.54931657E+01, -0.87114629E+01,
