                        case_id ,                        material,                        mat_code,                        R_m     ,                        L_m     ,                        a_m     ,                        b_m     ,                        t_m     ,                        n_theta ,                        tip_defl,                        buckling,                        sigma_ma,                        axial_lo,                        face_pre,                        load_pai,                        buckling,                        buckling,                        total_ma,                        buckling,
                        tri0_AL7,                        Al 7075-,                        AL7075  ,  0.55000000E+00,  0.10000000E+01,  0.35000000E+00,  0.12000000E-01,  0.35000000E-02,********,  0.00000000E+00, -0.27426067E-01,  0.00000000E+00,  0.10000000E+05,  0.82941798E+06,  0.10000000E+05, -0.27426067E+03, -0.27426067E+03,  0.67469811E+01, -0.40649391E+02,
